Random waveform, supplied seed
Total number of intervals = 78 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042)
Average QPS expected = 97032
Timestamp start: 1747207608421
Timestamp end: 1747208388656

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      260.4   194.3    63.8   111.3   123.6   243.6   293.1   321.4   341.8   364.7   392.5   433.3   540.2  3143.0  7160.2  40715.6    40636
read      273.6   159.0    59.1   111.6   123.7   230.5   306.4   357.8   395.4   437.3   488.1   559.7   721.9  1074.9  3544.1  80471.1    80574
read      275.8   155.2    68.9   136.2   153.8   250.8   297.7   326.3   347.8   375.2   413.2   474.9   640.0  1763.9  3974.7 168884.1   168820
read      227.1   103.3    63.8   122.7   137.1   212.0   249.7   271.8   288.6   308.4   334.1   373.5   467.1   788.7  2766.9 162551.5   162621
read      205.7    94.4    63.8   106.3   115.9   185.2   233.4   261.6   280.0   299.6   322.0   355.3   422.2   564.4  1847.2 101663.1   101621
read      214.3    85.0    59.1   109.5   119.6   210.1   253.7   272.3   284.7   297.6   314.5   338.8   390.0   495.1  2031.8  58536.3    58592
read      215.4    94.3    63.8   116.6   129.2   198.5   235.7   259.0   275.4   295.6   320.8   361.1   452.8   807.1  2130.0 152993.9   153042

Total QPS = 97032.7 (75685488 / 780.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 18694316524 bytes :   22.9 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.85%,41.71%,100.00%
