Random waveform, supplied seed
Total number of intervals = 100 (8195, 158594, 149766, 10382, 170548, 150565, 137144, 143496, 144743, 116745, 129314, 144723, 117379, 119931, 132052, 143350, 143518, 172981, 94027, 170019, 179090, 47130, 19439, 128963, 23787, 61848, 101968, 108767, 97139, 158594, 141240, 41405, 57997, 133577, 53832, 139832, 170515, 128494, 20789, 63647, 64802, 55719, 174179, 106356, 178750, 105831, 110667, 8803, 45662, 30867, 45656, 100938, 132360, 67591, 33910, 85729, 12884, 45621, 36938, 56902, 102243, 14085, 94103, 58175, 151312, 83333, 165153, 123975, 28449, 14903, 31189, 40636, 80574, 168820, 162621, 101621, 58592, 153042, 112238, 160265, 57109, 88551, 8385, 34088, 113600, 131842, 112066, 72585, 133669, 11820, 12639, 118548, 165754, 86823, 16898, 123124, 72278, 47757, 60510, 25237)
Average QPS expected = 93343
Timestamp start: 1747206124102
Timestamp end: 1747207124347

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      203.6    93.6    54.7   104.2   114.1   184.7   232.4   259.9   277.4   296.0   317.4   346.4   404.3   557.0  2154.7 101487.4   101621
read      212.0    88.9    59.1   107.5   117.9   208.5   250.9   269.2   281.1   293.9   310.3   333.3   376.0   471.3  2686.1  58622.6    58592
read      219.7    91.7    68.9   118.1   131.0   203.6   243.6   267.2   284.1   303.4   327.5   364.2   447.2   755.6  1942.3 152803.7   153042
read      207.3    99.2    59.1   106.4   116.6   186.8   233.0   260.6   279.0   298.9   321.8   356.6   433.4   743.1  2455.6 112237.6   112238
read      232.7   108.8    68.9   123.5   138.3   216.8   257.3   280.4   296.8   316.9   342.5   383.8   492.8   859.1  3100.6 160238.4   160265
read      212.7    90.9    59.1   107.5   118.0   209.8   251.1   269.1   280.9   293.7   310.2   333.8   383.0   512.8  2442.0  57076.6    57109
read      208.0   100.1    63.8   105.0   115.0   191.0   241.8   267.7   283.8   300.7   319.9   348.5   407.5   545.7  1922.9  88573.8    88551
read      191.8    64.3    63.8   113.4   129.9   192.4   208.4   216.7   223.3   230.6   239.8   254.8   293.8   925.3  2427.3   8372.1     8385
read      212.6    67.8    59.1   114.2   126.9   215.9   243.8   257.5   267.0   277.1   290.9   311.2   352.3   447.3  1566.1  34053.0    34088
read      204.5    91.2    59.1   106.1   116.2   185.1   230.4   257.9   276.1   295.9   318.2   349.8   417.3   610.1  1633.1 113738.2   113600
read      207.8   102.6    59.1   109.9   120.6   188.6   230.5   256.1   274.2   294.6   318.5   353.0   428.0   693.3  2759.6 131727.1   131842
read      203.8    89.4    54.7   105.4   115.5   184.4   229.8   257.3   275.6   295.4   317.9   349.2   414.7   575.9  2574.7 111868.6   112066
